,Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,y_test,y_pred
402,-0.500128749,-0.553105515,-0.547822158,-0.507651118,-0.246309322,0.034257946,-0.501957733,-0.540717259,1.304240191,0.326952884,0.256919796,0.151002569,0.491228475,0.279296523,0.11299542,0.41755108,6,6
403,-0.943705184,-1.257406969,-1.184960308,-1.206399934,-0.431399459,-0.163353853,-0.944662066,-1.238955989,0.331382464,0.532926953,0.938078594,0.363061431,1.818230553,1.197038037,0.328666577,0.792136426,3,3
404,-0.551521821,-0.688889314,-0.68994836,-0.482745012,-0.558036978,-0.312678824,-0.554117647,-0.614789926,-0.684463931,0.490461252,0.874468174,0.490696925,0.456306038,0.60023644,0.460144217,0.264060617,3,3
405,-0.767324979,-0.950568065,-0.805311966,-1.041452493,0.131384699,0.375428701,-0.767493008,-0.943748476,-0.208840022,0.197839976,0.518568711,-0.235833314,1.469338641,0.357072423,-0.271517383,0.304094537,3,3
406,-0.446382577,-0.447025589,-0.346717857,-0.594089462,0.288298325,0.49715009,-0.449529127,-0.464792565,-1.242233991,0.500661441,-0.046503649,-0.376349955,0.624689262,-0.142371263,-0.408339436,0.639190131,3,6
407,-0.185665898,-0.180512084,-0.146379212,-0.104496079,-0.106808703,0.169080967,-0.190106604,-0.11610668,-1.156507691,0.510863131,0.399857002,0.008258244,-0.090427673,-0.134756968,-0.030232087,0.522175196,6,6
408,-0.406891417,-0.564739727,-0.831763904,0.183829115,-1.626404577,-2.366172461,-0.411139698,-0.409955315,0.530913667,0.640327954,1.429127564,1.936811483,-0.452987662,1.597104857,2.037341966,0.93826619,5,5
409,-0.034624149,0.369142562,0.855304143,-0.71790457,2.964462712,1.640780076,-0.031846775,0.073129815,-2.458547687,-0.438285712,-2.089420312,-2.360108542,0.884455419,-1.445897549,-2.177823838,-1.021373141,4,4
410,-0.641348863,-0.808288148,-0.846325265,-0.56008318,-0.749712671,-0.564384606,-0.640938882,-0.747989459,1.527531063,0.018253356,0.867311093,0.702854278,0.592082516,0.905185834,0.681461326,-0.182021234,6,3
411,-0.440721495,-0.545568712,-0.519359145,-0.365991283,-0.404696,-0.133403457,-0.445364394,-0.456883271,0.506903002,0.730060645,0.866295026,0.326621058,0.271163307,0.335778579,0.291359261,0.557411459,3,3
412,1.195467495,1.721436447,1.153049133,1.472307037,-0.092380022,0.182399777,1.204507764,1.383405931,-0.990800891,-0.899212352,-2.259522546,-0.00672915,-1.603256018,-0.869003548,-0.045179248,0.515538222,0,0
413,-0.126395056,-0.114169546,-0.050764438,-0.046342613,-0.023334792,0.244609272,-0.125015868,-0.040839705,-0.714406929,-0.259623943,0.420083338,-0.099696121,-0.14499448,-0.250305609,-0.137510704,-0.293701214,6,6
414,1.24900905,1.496396361,1.606196554,1.120865661,0.926307295,0.901943051,1.262612498,1.433613537,0.505781162,-1.205739874,-0.980872848,-1.000429255,-1.293163465,-1.311057236,-0.997653171,-1.826833632,2,2
415,0.566951027,0.969412793,0.816014367,0.588265082,0.495246492,0.642918814,0.57425613,0.7567176,-0.106832372,-0.853488212,-1.654387416,-0.58814248,-0.855590851,-0.909627664,-0.611692854,-0.17161356,0,0
416,0.86685194,1.192133504,0.850592059,1.170620407,-0.167892532,0.111424932,0.869952127,1.064925692,1.377862828,-0.481229718,-1.244092085,0.070532941,-1.378378609,-0.71075981,0.032060633,0.489079191,0,0
417,-0.560729604,-0.723600611,-0.854869812,-0.297525502,-1.119757643,-1.16278312,-0.563488295,-0.628219932,0.616894506,0.525560115,1.090248063,1.208558948,0.160323068,1.20260149,1.222965213,0.999640159,5,5
418,4.594094416,3.777966451,3.44174551,4.258446209,-0.086058504,0.188199716,4.649513916,3.986116694,1.36454363,-2.199202833,-0.369620227,-0.079790657,-2.9148302,-1.525576602,-0.117797264,-1.827903417,1,1
419,-0.762652882,-1.02483008,-1.244094186,-0.425044055,-1.692102391,-2.574111201,-0.763227516,-0.936283469,0.444716017,0.277439428,1.36023359,2.038443981,0.350458011,2.409323693,2.154238382,0.890839278,5,5
420,-0.521136136,-0.633280304,-0.567141299,-0.547891478,-0.221215414,0.059350191,-0.526475916,-0.570816218,-0.583293631,0.922523944,0.727135888,0.124654449,0.555291213,0.285796449,0.08644015,0.425442663,3,3
421,-0.656933888,-0.776255567,-0.659868273,-0.863170134,0.119242215,0.365567028,-0.656355109,-0.771614914,0.635036788,-0.005962087,0.355916176,-0.211335669,1.098077078,0.215913437,-0.247508325,0.758864986,3,3
422,-0.108968473,-0.088301743,0.015777279,-0.091661604,0.159098246,0.397690484,-0.117996279,-0.018963114,0.579452287,1.042432541,0.37493146,-0.262561867,-0.101752575,-0.361940533,-0.297660158,0.307987538,6,6
423,-0.384247091,-0.370537534,-0.435259024,-0.309972347,-0.330005939,-0.052276433,-0.385882612,-0.378859515,-0.727535068,0.231375819,-0.018884555,0.25257054,0.182696265,0.21901823,0.215861825,0.824104244,6,6
424,0.160342137,0.427075614,0.598326819,0.015235655,1.000437805,0.941340689,0.180823268,0.305858653,-1.971041509,-2.32704069,-1.070694663,-1.130718951,-0.11721416,-0.988165496,-1.116903704,-4.492845607,4,4
425,0.667895615,1.009364852,0.716695406,0.919780924,-0.069419914,0.203363732,0.672631138,0.8625225,-0.674178844,-0.619965372,-1.317299398,-0.046250892,-1.161747083,-0.685399527,-0.084512081,-0.052046806,0,0
426,-0.337321499,-0.491756402,-0.686990987,0.183881314,-1.387581336,-1.725440387,-0.345612337,-0.315196991,0.448826352,1.174649817,1.530449034,1.577189333,-0.451789034,1.181146532,1.630090474,0.884637684,5,5
427,0.191614498,0.401814488,0.597674352,0.032731505,0.970676845,0.925686707,0.194224302,0.34209686,0.491724768,-0.426432163,-0.695348145,-1.035365136,-0.207182146,-0.957260221,-1.029757175,-1.787812469,4,4
428,-0.581566477,-0.739350897,-0.731685672,-0.527526427,-0.573146331,-0.331343837,-0.584882928,-0.6587956,0.931796521,0.639894068,0.977646251,0.513671038,0.521809434,0.660645638,0.483943006,0.453798497,3,3
429,0.704658542,0.850023292,1.057956467,0.629156114,0.804645019,0.834236633,0.715453991,0.900518374,0.857027292,-1.125689583,-0.212247751,-0.87693322,-0.878137814,-1.09536644,-0.883414967,-0.956879824,2,2
430,0.76188321,1.055411688,1.201743141,0.646819224,0.995748582,0.938888482,0.787833009,0.959113596,0.2385828,-2.342712523,-1.06234219,-1.096039831,-0.84321715,-1.209584216,-1.085290424,-3.32324134,2,2
431,0.246076831,0.580569734,0.928024253,-0.218393705,2.000579056,1.364544918,0.238088338,0.40453779,1.297318076,0.667996462,-1.41564199,-1.730266463,0.060550629,-1.29554502,-1.648819371,0.579707237,4,4
432,0.563915869,0.896331467,0.547738493,0.884600356,-0.270411675,0.009793483,0.583156566,0.753501838,0.07404213,-1.907951024,-1.279309457,0.178351755,-1.142139949,-0.518823196,0.140616155,0.475665537,0,0
433,-0.107774872,-0.208773931,-0.392712564,0.439519223,-1.187627981,-1.293037115,-0.119037462,-0.017468829,0.298638504,1.323358845,1.359939072,1.29400973,-0.727817339,0.680830148,1.316408451,0.801286513,5,5
434,0.977140722,0.999854013,0.994981578,1.259826528,-0.071007302,0.201923348,0.981996862,1.173888042,0.006519374,-0.61469329,0.407378815,-0.069472335,-1.419892611,-0.821899645,-0.10756648,-0.927399697,2,2
435,-0.979342716,-1.281678743,-1.251216702,-1.259261762,-0.49171785,-0.232934771,-0.977073088,-1.302158409,-0.521465008,-0.249773524,0.564563615,0.433724362,1.939369059,1.350258723,0.401301757,0.895667396,3,3
436,0.848504579,0.987641124,1.114043774,0.872334963,0.558252987,0.684300292,0.84489656,1.04658261,1.284387494,0.053665295,-0.218191227,-0.679676292,-1.090892419,-1.057951169,-0.698511278,-1.483714077,2,2
437,0.981778717,1.12307025,1.326816912,0.872974756,0.863456997,0.867453358,0.966815741,1.178422567,0.453572366,0.895224519,-0.286568229,-0.904433271,-1.119157686,-1.197811177,-0.90895504,-0.149192503,2,2
438,-0.514179144,-0.592912905,-0.570665048,-0.51930599,-0.272581653,0.007573151,-0.515190834,-0.560821379,-0.380521328,0.201508911,0.444687665,0.174556382,0.513994418,0.313536514,0.136779653,0.263197643,3,3
439,-0.715215746,-0.930314364,-0.906967141,-0.745365354,-0.594664684,-0.358255484,-0.717113181,-0.861412911,0.742467304,0.501691008,1.068044752,0.547109687,0.88137906,0.898689264,0.51865456,0.743715078,3,3
440,-0.14890297,-0.029412007,0.163310751,-0.357798208,0.857186097,0.863955677,-0.154135408,-0.069263519,-2.165683883,0.590363446,-0.41209344,-0.88738395,0.266002648,-0.689741202,-0.893127712,0.298678965,6,6
441,-0.253326054,-0.257942823,-0.300720582,-0.093856664,-0.392780444,-0.120202899,-0.25744764,-0.203726949,-0.915508503,0.510838669,0.37703307,0.305545547,-0.0983145,0.121578083,0.269828987,0.28452418,6,6
442,-0.592001965,-0.653562006,-0.68715022,-0.61932406,-0.346104576,-0.069441681,-0.592775768,-0.674205985,-0.058083156,0.204296555,0.057203582,0.260275917,0.670977383,0.478953163,0.223698094,0.485457129,3,3
443,-0.459546297,-0.634829666,-0.87246243,0.078709517,-1.585035946,-2.243142625,-0.464609488,-0.483247809,0.611190738,0.813789097,1.478445967,1.862140414,-0.321753911,1.615334186,1.951962702,0.605851815,5,5
444,0.333277949,0.667217307,0.329178486,0.632681642,-0.297623531,-0.018265303,0.346035514,0.502815218,0.603769015,-1.427500792,-1.36243676,0.194731652,-0.902956141,-0.385681289,0.157186237,0.032078019,0,0
445,-0.324123676,-0.378074338,-0.395683529,-0.172175782,-0.453273251,-0.18827291,-0.32542682,-0.297475421,1.319508576,0.154468951,0.66322512,0.368654128,0.008746339,0.236341295,0.334401375,0.147937284,6,6
446,0.991907278,1.146614011,1.325590509,0.914209578,0.806227112,0.835142453,1.004869304,1.188312089,0.324508042,-1.223139955,-0.366375915,-0.87964806,-1.137286926,-1.190480509,-0.885938905,-1.00914997,2,2
447,-0.695470167,-0.833059265,-0.90730387,-0.666373774,-0.715403574,-0.516830574,-0.69296445,-0.830727712,0.321734849,-0.355944966,0.380463864,0.670107173,0.761792032,0.968268511,0.647074362,0.099426616,3,3
448,-0.562025515,-0.764201348,-0.918995452,-0.203507378,-1.351111704,-1.640524352,-0.567115643,-0.630114052,0.813624115,0.926275493,1.472585526,1.523596319,0.033315543,1.4832563,1.570251383,0.847313612,5,5
449,3.528446962,3.010817856,2.906503715,3.348037606,0.121715408,0.367581042,3.49668913,3.267295423,0.845483113,0.903659335,0.005559904,-0.252765849,-2.594806415,-1.45549052,-0.288085212,-0.638771621,1,1
450,-0.927131174,-1.253976907,-1.263047091,-1.033547402,-0.904228302,-0.793834942,-0.92874204,-1.210006077,0.690501069,0.671926544,1.197208762,0.914798347,1.445328856,1.681269916,0.906013892,0.535907884,3,3
451,0.413215149,0.703202627,1.063907937,0.022013415,1.785036896,1.287684861,0.410118653,0.591163229,0.677901894,0.111560994,-1.076656419,-1.613128659,-0.223232406,-1.308115235,-1.547069161,-0.601574887,4,4
452,-0.32333931,-0.472720723,-0.668156191,0.204954774,-1.379185649,-1.705628832,-0.329557965,-0.296424685,0.436372478,0.859918154,1.507880589,1.556404321,-0.469456378,1.144682839,1.606856788,0.611658795,5,5
453,0.214702162,0.415320067,0.411745686,0.277092408,0.291752855,0.499715635,0.233957192,0.368669298,-0.709786902,-2.152163516,-0.620584572,-0.429073727,-0.509221199,-0.661648701,-0.459285006,-1.154920848,2,0
454,4.049743908,3.209206125,2.801127327,4.22118949,-0.626587619,-0.3989091,4.020504984,3.627103116,1.067679343,0.686993039,0.563541029,0.5680098,-2.928282843,-1.23955134,0.540393962,0.194597643,1,1
455,0.135788048,0.50086162,1.042541725,-0.51846126,2.857691058,1.61469827,0.133399057,0.277203437,-2.095922868,0.120306741,-1.677910737,-2.297606788,0.546513395,-1.485788263,-2.126692749,-0.950544937,4,4
456,0.446772404,0.737661919,0.851178228,0.335554083,0.912909922,0.894676379,0.486729577,0.62777703,-0.54198757,-3.87723374,-1.07175455,-0.997536619,-0.550785734,-1.051966471,-0.994990798,-2.130040421,2,2
457,-0.513292469,-0.695614103,-0.854675724,-0.134559499,-1.317308196,-1.564383372,-0.519355567,-0.559549459,0.538761001,1.033522638,1.4125282,1.47430024,-0.058181757,1.356874449,1.515405145,0.808559036,5,5
458,-0.132499475,-0.096823231,-0.067496342,-0.043859638,-0.055919106,0.215560762,-0.132371323,-0.048529702,-0.190456239,-0.100628892,0.231671744,-0.064491569,-0.150190601,-0.223832635,-0.102625046,-0.212056522,6,6
459,-0.542211729,-0.661416148,-0.665511632,-0.496419594,-0.490834826,-0.23189634,-0.543605057,-0.601260594,-0.52173167,0.280970816,0.732198147,0.432944212,0.460163455,0.542960564,0.400497737,0.903101383,3,3
460,1.119008791,1.268616892,1.556259431,0.910654994,1.140438693,1.012179205,1.113992009,1.310926108,-1.782554166,0.10551856,-0.402919127,-1.14698331,-1.136411893,-1.334823167,-1.131698328,-0.902456137,2,2
461,0.372291668,0.804167793,1.041408908,-0.027994976,1.837929652,1.307163301,0.37995793,0.54613607,-1.44768624,-0.920711178,-1.883061788,-1.665152346,-0.144974975,-1.315158919,-1.592389164,-1.228670979,4,4
462,-0.984014813,-1.298861722,-1.267200074,-1.254614623,-0.538278823,-0.288553607,-0.983420946,-1.31054413,0.288473781,0.182669194,0.672768802,0.482436771,1.933112614,1.408667428,0.451597459,0.752232135,3,3
463,-0.630129008,-0.778416273,-0.690763876,-0.741107784,-0.156695743,0.122150131,-0.634322332,-0.731078662,0.852336551,0.845752692,0.726242372,0.066977719,0.872917743,0.38533275,0.028496354,0.773373388,3,3
464,-0.400139043,-0.4476136,-0.450086861,-0.31691982,-0.347285724,-0.070707899,-0.394010557,-0.400656667,0.445671878,-0.926608768,0.45485002,0.237968765,0.223125119,0.226125688,0.201024521,-0.328801893,6,6
465,0.818937364,1.017470999,1.182186522,0.714082771,0.871080675,0.871691606,0.813022923,1.01688854,0.592774316,0.246400041,-0.548746482,-0.917404839,-0.970519899,-1.152071705,-0.920981899,-0.401052584,2,2
466,-0.647964825,-0.780917651,-0.655683377,-0.839803629,0.086320977,0.338492628,-0.652459069,-0.757999268,0.401624038,0.921892427,0.516925317,-0.179194726,1.053984963,0.2273139,-0.215938382,0.755901605,3,3
467,-0.617033494,-0.749967756,-0.647063872,-0.750973757,-0.050113753,0.220776223,-0.620115221,-0.711442281,0.469817962,0.631634136,0.625185798,-0.046201938,0.894379558,0.283455268,-0.08446343,0.642512626,3,3
468,1.807989702,1.770194665,1.8783353,1.780848771,0.489114223,0.638820123,1.786562698,1.933593799,1.228480752,0.9593826,0.019205189,-0.583667101,-1.797660629,-1.281262973,-0.607431492,-0.208980003,2,2
469,-0.643156316,-0.798623306,-0.78043317,-0.671750431,-0.451240165,-0.185941923,-0.645070028,-0.750721276,-0.474618569,0.443103923,0.749464052,0.387877268,0.748437797,0.652160323,0.354131261,0.884079317,3,3
470,-0.724832765,-0.861699118,-0.84568843,-0.856725628,-0.286553812,-0.006794319,-0.722822894,-0.876458318,0.313958656,-0.255495371,0.253030533,0.20245999,1.087231804,0.63226951,0.165011465,0.712640236,3,3
471,-0.457295505,-0.466817282,-0.36388493,-0.605306758,0.273556066,0.486148288,-0.456179264,-0.480085892,-1.417660039,-0.161913282,-0.000229365,-0.363031043,0.643807015,-0.122607998,-0.395435905,0.619758335,6,3
472,-0.818854463,-1.008519784,-0.952725604,-1.046174244,-0.189564503,0.090461053,-0.817772075,-1.027218992,0.931337334,-0.034590423,0.333691191,0.102569802,1.462921729,0.71219359,0.064223005,0.81760148,3,3
473,-0.115413921,-0.009186307,0.103194292,-0.175154722,0.442356923,0.607141773,-0.117727586,-0.027041331,1.177267625,0.201673711,-0.271839418,-0.575255402,0.053725899,-0.53895568,-0.599417875,-1.442715037,6,6
474,-0.88382049,-1.177703522,-1.170709675,-0.998683127,-0.755322066,-0.572270483,-0.884508552,-1.135614502,-0.415958865,0.404481827,1.086111512,0.73983397,1.363844351,1.406911962,0.720392017,0.825626128,3,3
475,0.531347599,0.638992794,0.692329319,0.675673059,0.193759693,0.425060921,0.540803925,0.718865362,0.17381586,-1.052399507,0.045940361,-0.33820349,-0.917001892,-0.771954438,-0.371346195,-1.214278693,2,2
476,-0.507324461,-0.66736159,-0.75631121,-0.260745089,-0.986064393,-0.926579002,-0.513276401,-0.550999747,-0.114887858,1.008183641,1.21308782,1.0298622,0.111173135,0.968636051,1.029370362,0.893431405,5,5
477,-0.095566033,-0.054103789,0.025293321,-0.074587896,0.150329157,0.390683154,-0.102479292,-0.002214429,0.527820576,0.766130924,0.23124162,-0.244860865,-0.132081751,-0.36130447,-0.280353223,0.639536191,6,6
478,-0.568641477,-0.685379917,-0.655149172,-0.582095812,-0.340703051,-0.063663003,-0.570776577,-0.639799406,-0.158599787,0.424853665,0.630281946,0.247912293,0.615593169,0.437852419,0.211126659,0.261307483,3,3
479,-0.398058766,-0.567549111,-0.693128686,0.001924119,-1.194693401,-1.307034905,-0.406068129,-0.397796424,0.259993829,1.204050865,1.557155643,1.302753946,-0.232029729,1.037166381,1.326002217,0.772651037,5,5
480,0.035696034,0.511184474,0.727802584,-0.469351225,2.141086605,1.411248511,0.044696976,0.158478406,-3.34796523,-1.151148104,-2.403126899,-1.843340645,0.449869621,-1.257646408,-1.746038318,-0.260995013,4,4
481,0.800965135,0.976781594,1.216007396,0.667096804,0.987975789,0.934812019,0.80106611,0.998757525,0.066578969,-0.237864184,-0.414626468,-1.040633305,-0.903563434,-1.198806389,-1.034590146,-1.458647758,2,2
482,-0.551112586,-0.734637478,-0.825021413,-0.303939696,-1.056675695,-1.048151334,-0.556300773,-0.614194181,0.567495575,0.930601481,1.319523483,1.117180975,0.17608431,1.108796468,1.123662027,0.746995432,5,5
483,0.061784753,0.262763964,0.578691003,-0.276368017,1.476950948,1.165421506,0.057090413,0.189727881,-1.179487136,0.406823354,-0.733969496,-1.378065268,0.155962972,-1.058184448,-1.339699541,0.018695513,4,4
484,-0.536721162,-0.600743714,-0.540337593,-0.621022878,-0.050910167,0.220061776,-0.538029689,-0.593305053,-0.387572303,0.263445203,0.250216361,-0.063854019,0.687945231,0.169457345,-0.101992382,-0.010282357,3,3
485,0.618207688,0.716857541,0.779022954,0.770658779,0.201667034,0.431232736,0.616306492,0.810717191,1.500547549,-0.043940006,0.091462835,-0.352934123,-0.999885386,-0.817250847,-0.385644771,-1.472574203,2,2
486,-0.36143225,-0.126783775,0.324534022,-1.018522081,2.596697268,1.546670118,-0.367712288,-0.347778461,-2.859235552,0.90475242,-1.60313789,-2.134326659,1.447865301,-1.188666303,-1.991699218,-0.52988829,4,4
487,-0.82645941,-1.058608026,-0.976759844,-1.038457201,-0.257126955,0.023322341,-0.827277069,-1.039720213,0.480595301,0.380153728,0.731429434,0.165663685,1.455910822,0.778563991,0.127794954,0.527348229,3,3
488,-0.122643736,-0.138856661,-0.487930909,0.548005795,-1.445861282,-1.867527079,-0.121422107,-0.036120926,0.331109038,-0.240348408,0.648211184,1.647652204,-0.829208635,0.969309036,1.709101802,0.43159158,5,5
489,0.745991258,1.14934406,0.763103099,1.026771997,-0.127481714,0.14980053,0.753306034,0.942906999,0.499568435,-0.828860341,-1.636259616,0.020464068,-1.257039741,-0.685538823,-0.018046226,0.20274734,0,0
490,0.387467459,0.695978496,0.548326004,0.492260694,0.213859613,0.440697413,0.396684033,0.562882515,0.15546561,-1.066190951,-1.192724779,-0.321327881,-0.765756736,-0.695277803,-0.354945025,0.0831302,0,0
491,-0.678145893,-0.834720628,-0.806035417,-0.749748831,-0.379834314,-0.105973399,-0.678690166,-0.804028602,1.038949842,0.214186457,0.630734299,0.30093123,0.892972589,0.636763908,0.265119661,0.615729521,3,3
492,-0.50766549,-0.659656783,-0.623801281,-0.436510464,-0.498934493,-0.241444094,-0.514989315,-0.551487775,1.467176243,1.234763657,1.135557356,0.432393388,0.376518407,0.496809917,0.399930077,0.571672283,3,3
493,0.509794565,0.895113444,0.324736414,1.065174615,-0.779634968,-0.606819438,0.517797137,0.695810966,0.942292061,-0.925751725,-1.578245279,0.74096357,-1.282135561,-0.171312967,0.721582875,-0.118763059,0,0
494,-1.027086777,-1.380226532,-1.310938297,-1.365865568,-0.437298756,-0.170039894,-1.026445318,-1.38899881,1.163880728,0.206899229,0.792225666,0.362887216,2.215182817,1.408712741,0.328487968,0.56082648,3,3
495,-0.449247221,-0.55315685,-0.579973613,-0.304765889,-0.604171145,-0.370269804,-0.453861792,-0.468801118,0.470279451,0.733301058,0.837715461,0.539573291,0.19386336,0.503422287,0.510823766,0.115867091,3,6
496,-0.611031384,-0.798543971,-0.999157483,-0.25231414,-1.438716979,-1.849666287,-0.614707786,-0.702478327,0.005226463,0.732046822,1.173597484,1.651983249,0.099350874,1.691012252,1.713970736,0.895232932,5,5
497,0.434222536,0.858558781,1.045290073,0.060533956,1.684165561,1.249357633,0.436416923,0.61411615,-2.183646516,-0.394152274,-1.813312589,-1.515220217,-0.29713506,-1.274652282,-1.461212316,0.494087782,4,4
498,-0.37200415,-0.352407205,-0.355749104,-0.337450806,-0.142164313,0.13596357,-0.372985376,-0.36215006,0.17111385,0.128382776,-0.039878259,-0.002930925,0.274906358,0.030241792,-0.04139286,-1.149085011,6,6
499,-0.621466871,-0.70168088,-0.648238376,-0.755755677,-0.044400782,0.225891639,-0.622936491,-0.718077881,-0.667637378,0.346307385,0.124158788,-0.065337088,0.916878647,0.275288823,-0.103464019,0.170219779,6,3
500,-0.225327572,-0.124151728,-0.149968921,-0.210595647,0.042914765,0.302024814,-0.227857888,-0.167242162,-1.316931955,0.278964038,-0.393845305,-0.138327101,0.047158272,-0.193769849,-0.175682015,0.684787575,6,6
501,-0.609496753,-0.815964954,-0.984356468,-0.272340014,-1.388059202,-1.726572842,-0.61359943,-0.700190014,0.929751622,0.806467965,1.368466149,1.582684252,0.123745426,1.623410004,1.636238282,1.035860093,5,5
502,-0.491773538,-0.628538885,-0.80201525,-0.124358572,-1.236191894,-1.391008956,-0.495542702,-0.528813272,-0.193085701,0.635866995,1.033830931,1.332429647,-0.048718628,1.19945474,1.358604965,-0.099041544,5,5
503,3.959916867,3.389389396,3.170856044,3.64935841,0.130490036,0.374704352,3.941408655,3.566280242,-1.33932918,0.308613359,-0.393617575,-0.254771514,-2.717230432,-1.510436961,-0.290046219,-0.405693816,1,1
504,-0.437515823,-0.461982528,-0.525788344,-0.351721083,-0.437371821,-0.170122863,-0.438579911,-0.452411771,-0.331356748,0.170858777,0.173699999,0.36882024,0.244785524,0.362714754,0.334571741,0.76153315,6,6
505,0.870535053,1.073654019,1.088626771,0.912088104,0.470695384,0.626431829,0.858902152,1.068600359,1.251704061,0.687228436,-0.589157132,-0.563906116,-1.154338998,-1.013663397,-0.588597087,-0.090456696,2,2
506,-0.461728882,-0.548653435,-0.679890499,-0.222108755,-0.897082944,-0.782634419,-0.461519525,-0.486316432,0.480574745,-0.018048243,0.655171701,0.916842061,0.057438807,0.812026945,0.908195996,0.899289916,5,5
507,-0.349052897,-0.329008113,-0.277031884,-0.392274185,0.089752006,0.341337537,-0.349945002,-0.33101632,-0.596983597,0.105659755,0.004457812,-0.197110584,0.318793678,-0.120573939,-0.233545764,0.235648672,6,6
508,4.649238807,4.014972087,3.86165829,3.916785959,0.55655169,0.683200131,4.764178402,4.021619484,-0.261745739,-4.083905847,-1.087893715,-0.739450307,-2.771176647,-1.728103077,-0.754858084,-3.736884951,1,1
509,-0.075445321,0.318900316,0.447809722,-0.464366013,1.594271381,1.213835324,-0.070437722,0.022807405,1.121106873,-0.708719136,-2.09062224,-1.462159473,0.433330867,-1.028376759,-1.414374663,0.059074119,4,4
510,-0.116232391,0.119149356,0.280551812,-0.388751101,1.132395157,1.008230136,-0.113529268,-0.028068235,-1.60178051,-0.426514778,-1.163550803,-1.12504708,0.327997045,-0.836545876,-1.111739586,-0.301183755,4,4
511,0.111643194,0.262763964,0.078126522,0.393597986,-0.394940651,-0.122588647,0.112877675,0.248848873,-0.283802428,-0.272255997,-0.362508746,0.315581003,-0.674323269,-0.172450831,0.280076731,0.547932489,0,0
512,-0.879728142,-1.14728097,-1.080746838,-1.102941135,-0.376715419,-0.102562719,-0.880612512,-1.128676282,-0.731768721,0.445552097,0.818997332,0.304861813,1.583004343,1.00288779,0.269131076,0.869292875,3,3
513,-0.723093517,-0.818900341,-0.854162506,-0.842921404,-0.327622239,-0.049749443,-0.717919258,-0.873732412,-0.087550831,-0.871222614,-0.123664509,0.251753168,1.055954897,0.669025222,0.215030833,0.88534492,3,3
514,-0.509643458,-0.562037678,-0.434963607,-0.669998507,0.243206257,0.463223592,-0.513780199,-0.554319588,-0.955787887,0.711878838,0.225705956,-0.343405577,0.762445426,-0.054458635,-0.376397597,0.292667006,3,3
515,-0.640530393,-0.755815196,-0.589272436,-0.892993671,0.324605496,0.523879984,-0.643961672,-0.746753105,-0.984180622,0.718232203,0.377901954,-0.4089671,1.157496021,0.053371659,-0.439881751,0.686890959,3,3
516,-0.502072614,-0.477606811,-0.316526193,-0.769045264,0.665509922,0.751805108,-0.499774607,-0.5434922,-0.190745515,-0.342174121,-0.398981458,-0.745011648,0.95909037,-0.323175936,-0.76008658,-0.442385774,6,6
517,3.249212407,2.798406,2.679298003,3.17287275,0.042245525,0.301455554,3.22692195,3.067316306,0.593957906,0.580818593,0.121620569,-0.151497742,-2.533191466,-1.381450442,-0.188669704,0.191848402,1,1
518,-0.806065875,-0.995550882,-0.964672161,-0.966124955,-0.356869463,-0.081016699,-0.805781676,-1.006304509,0.900031443,0.128615169,0.396174518,0.243335117,1.339220181,0.805839177,0.20647553,-0.503244662,3,3
519,-0.376062395,-0.454599727,-0.423595196,-0.280477434,-0.351220229,-0.074932571,-0.377889013,-0.367680934,0.901603567,0.255618299,0.77419498,0.243805081,0.169504271,0.204011172,0.20695301,-0.275119795,6,6
520,-0.581464168,-0.695035426,-0.626899733,-0.665481041,-0.151527409,0.127076761,-0.583270774,-0.658644842,0.186582623,0.377422091,0.560946943,0.060063755,0.742420722,0.314869058,0.021567557,0.719273316,3,3
521,0.048689239,0.160851447,0.240817926,0.038311294,0.353876809,0.545059204,0.040532243,0.174069297,-1.617600107,0.811187711,-0.143766495,-0.437998752,-0.273103997,-0.569602503,-0.467887869,0.618446468,6,6
522,3.555592871,3.075391695,2.930317004,3.392225419,0.10840368,0.356708122,3.57128486,3.28645447,1.05076484,-0.980548636,-0.188170142,-0.266002621,-2.599621316,-1.463534451,-0.301021523,-1.57351923,1,1
523,5.921583946,4.594531276,4.674393763,4.520204171,0.786055055,0.823541488,5.969398208,4.802299465,0.176248152,-1.702357625,-0.53277347,-0.881802256,-3.000429224,-1.863493861,-0.887941218,-1.723315945,1,1
524,-0.217483904,-0.161518406,-0.0241008,-0.322305877,0.448629752,0.611435957,-0.220804712,-0.157079029,-0.181793678,0.380935668,-0.041757683,-0.542510517,0.223134871,-0.445860565,-0.568170836,-0.035653282,6,6
525,-0.693151169,-0.85172627,-0.753887746,-0.86397779,-0.079169214,0.194496283,-0.696793317,-0.827141837,-0.980445211,0.815969257,0.591713504,-0.017715876,1.104290082,0.41123847,-0.05612552,0.604459331,3,3
526,5.658855195,4.622751122,4.595876352,4.264837859,0.926788028,0.902202957,5.653214415,4.646692875,-0.083660647,-0.239240088,-1.102668462,-0.976956383,-2.928508029,-1.870013926,-0.976030243,-0.923805347,1,1
